Sentences,Positive,Negative
i m probably one of the four or five best known americans in the world,2,-1
we are accepting more legal immigrants than we ever have in the history of the united states,1,-1
congress is bewildered at the scope and reach of our spying apparatus but in and explicitly rejected an amendment calling for more disclosure,1,-3
six people in florida die as a result of not expanding medicaid every day,1,-1
gov maggie hassans budget proposal raises taxes on small businesses and increases taxes and fees by million,1,-2
only in washington would politicians spend million to teach moroccans how to make pottery,1,-1
hillary clinton starts off with percent of the country against her,1,-2
saysrand paulhas put out budgets to cut the military in half,1,-1
groups that receive foreign money are spending huge sums to influence american elections,1,-2
says legislative cuts mean texas is spending on average less per student,1,-1
a t his current rate president obama will have added more debt to the united state of america by the end of his first term than each of the previous presidents combined,1,-1
we know that saudi arabia started al qaida,1,-1
says williamson county attorney jana duty has never prosecuted a single adult felony case,2,-2
the fundraising numbers are in and our grassroots support is unmatched,2,-1
issue makes it illegal for us to negotiate for enough firefighters to do the job,1,-2
says although the unemployment rate seems to be improving it does not reflect real job creation its caused by a shrinking of the actual labor force,2,-2
